GCF_000005845.2_ASM584v2	GCF/000/005/845/GCF_000005845.2_ASM584v2	eco	GCF/000/005/845	Escherichia coli K-12 MG1655
GCA_000800455.1_ASM80045v1	GCA/000/800/455/GCA_000800455.1_ASM80045v1	bka	GCA/000/800/455	Bifidobacterium kashiwanohense PV20-2
GCA_001042615.1_ASM104261v1	GCA/001/042/615/GCA_001042615.1_ASM104261v1	bks	GCA/001/042/615	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
GCA_000800475.2_ASM80047v2	GCA/000/800/475/GCA_000800475.2_ASM80047v2	bpsp	GCA/000/800/475	Bifidobacterium pseudolongum
GCA_000706765.1_ASM70676v1	GCA/000/706/765/GCA_000706765.1_ASM70676v1	bii	GCA/000/706/765	Bifidobacterium indicum
GCA_001025155.1_ASM102515v1	GCA/001/025/155/GCA_001025155.1_ASM102515v1	bang	GCA/001/025/155	Bifidobacterium angulatum
GCA_001025195.1_ASM102519v1	GCA/001/025/195/GCA_001025195.1_ASM102519v1	bcat	GCA/001/025/195	Bifidobacterium catenulatum
GCA_001025215.1_ASM102521v1	GCA/001/025/215/GCA_001025215.1_ASM102521v1	bpsc	GCA/001/025/215	Bifidobacterium pseudocatenulatum
GCA_001042635.1_ASM104263v1	GCA/001/042/635/GCA_001042635.1_ASM104263v1	bsca	GCA/001/042/635	Bifidobacterium scardovii
GCA_001263395.1_ASM126339v1	GCA/001/263/395/GCA_001263395.1_ASM126339v1	bact	GCA/001/263/395	Bifidobacterium actinocoloniiforme
GCA_000025205.1_ASM2520v1	GCA/000/025/205/GCA_000025205.1_ASM2520v1	gva	GCA/000/025/205	Gardnerella vaginalis 409-05
GCF_000159155.2_ASM15915v2	GCF/000/159/155/GCF_000159155.2_ASM15915v2	gvg	GCF/000/159/155	Gardnerella vaginalis ATCC 14019
GCA_000213955.1_ASM21395v1	GCA/000/213/955/GCA_000213955.1_ASM21395v1	gvh	GCA/000/213/955	Gardnerella vaginalis HMP9231
GCA_001042695.1_ASM104269v1	GCA/001/042/695/GCA_001042695.1_ASM104269v1	sij	GCA/001/042/695	Scardovia inopinata
GCA_001042675.1_ASM104267v1	GCA/001/042/675/GCA_001042675.1_ASM104267v1	pdo	GCA/001/042/675	Parascardovia denticolens
GCA_000092645.1_ASM9264v1	GCA/000/092/645/GCA_000092645.1_ASM9264v1	tbi	GCA/000/092/645	Thermobispora bispora
GCA_002263515.1_ASM226351v1	GCA/002/263/515/GCA_002263515.1_ASM226351v1	aey	GCA/002/263/515	Actinopolyspora erythraea
GCA_002287925.1_ASM228792v1	GCA/002/287/925/GCA_002287925.1_ASM228792v1	plan	GCA/002/287/925	Candidatus Planktophila lacus
GCA_002287965.1_ASM228796v1	GCA/002/287/965/GCA_002287965.1_ASM228796v1	plak	GCA/002/287/965	Candidatus Planktophila dulcis
GCA_002288365.1_ASM228836v1	GCA/002/288/365/GCA_002288365.1_ASM228836v1	plim	GCA/002/288/365	Candidatus Planktophila limnetica
GCA_002288065.1_ASM228806v1	GCA/002/288/065/GCA_002288065.1_ASM228806v1	psuf	GCA/002/288/065	Candidatus Planktophila sulfonica
GCA_002288105.1_ASM228810v1	GCA/002/288/105/GCA_002288105.1_ASM228810v1	pvs	GCA/002/288/105	Candidatus Planktophila versatilis
GCA_002288185.1_ASM228818v1	GCA/002/288/185/GCA_002288185.1_ASM228818v1	pvn	GCA/002/288/185	Candidatus Planktophila vernalis
GCA_002287885.2_ASM228788v2	GCA/002/287/885/GCA_002287885.2_ASM228788v2	abam	GCA/002/287/885	Candidatus Nanopelagicus limnes
GCA_002288005.1_ASM228800v1	GCA/002/288/005/GCA_002288005.1_ASM228800v1	nhi	GCA/002/288/005	Candidatus Nanopelagicus hibericus
GCA_002288305.1_ASM228830v1	GCA/002/288/305/GCA_002288305.1_ASM228830v1	nab	GCA/002/288/305	Candidatus Nanopelagicus abundans
GCA_001023575.1_ASM102357v1	GCA/001/023/575/GCA_001023575.1_ASM102357v1	abai	GCA/001/023/575	Actinobacteria bacterium IMCC26256
GCA_000014185.1_ASM1418v1	GCA/000/014/185/GCA_000014185.1_ASM1418v1	rxy	GCA/000/014/185	Rubrobacter xylanophilus
GCA_000661895.1_ASM66189v1	GCA/000/661/895/GCA_000661895.1_ASM66189v1	rrd	GCA/000/661/895	Rubrobacter radiotolerans
GCA_000025265.1_ASM2526v1	GCA/000/025/265/GCA_000025265.1_ASM2526v1	cwo	GCA/000/025/265	Conexibacter woesei
GCA_000023265.1_ASM2326v1	GCA/000/023/265/GCA_000023265.1_ASM2326v1	afo	GCA/000/023/265	Acidimicrobium ferrooxidans
GCA_000348785.1_ASM34878v1	GCA/000/348/785/GCA_000348785.1_ASM34878v1	aym	GCA/000/348/785	Ilumatobacter coccineus
GCA_000023845.1_ASM2384v1	GCA/000/023/845/GCA_000023845.1_ASM2384v1	ccu	GCA/000/023/845	Cryptobacterium curtum
GCA_000023885.1_ASM2388v1	GCA/000/023/885/GCA_000023885.1_ASM2388v1	shi	GCA/000/023/885	Slackia heliotrinireducens
GCA_000024265.1_ASM2426v1	GCA/000/024/265/GCA_000024265.1_ASM2426v1	ele	GCA/000/024/265	Eggerthella lenta
GCA_000270285.1_ASM27028v1	GCA/000/270/285/GCA_000270285.1_ASM27028v1	eyy	GCA/000/270/285	Eggerthella sp. YY7918
GCA_000210055.1_ASM21005v1	GCA/000/210/055/GCA_000210055.1_ASM21005v1	gpa	GCA/000/210/055	Gordonibacter pamelaeae
GCA_000478885.1_ASM47888v1	GCA/000/478/885/GCA_000478885.1_ASM47888v1	aeq	GCA/000/478/885	Adlercreutzia equolifaciens
GCA_001643775.1_ASM164377v1	GCA/001/643/775/GCA_001643775.1_ASM164377v1	ddt	GCA/001/643/775	Denitrobacterium detoxificans
GCA_000024225.1_ASM2422v1	GCA/000/024/225/GCA_000024225.1_ASM2422v1	apv	GCA/000/024/225	Atopobium parvulum
GCA_000143845.1_ASM14384v1	GCA/000/143/845/GCA_000143845.1_ASM14384v1	ols	GCA/000/143/845	Olsenella uli
GCA_001189515.2_ASM118951v2	GCA/001/189/515/GCA_001189515.2_ASM118951v2	olo	GCA/001/189/515	Olsenella sp. oral taxon 807
GCA_000195315.1_ASM19531v1	GCA/000/195/315/GCA_000195315.1_ASM19531v1	cgo	GCA/000/195/315	Coriobacterium glomerans
GCA_002736145.1_ASM273614v1	GCA/002/736/145/GCA_002736145.1_ASM273614v1	caer	GCA/002/736/145	Collinsella aerofaciens
GCA_000814825.1_ASM81482v1	GCA/000/814/825/GCA_000814825.1_ASM81482v1	cbac	GCA/000/814/825	Coriobacteriaceae bacterium 68-1-3
GCA_000009725.1_ASM972v1	GCA/000/009/725/GCA_000009725.1_ASM972v1	syn	GCA/000/009/725	Synechocystis sp. PCC 6803
GCA_000340785.1_ASM34078v1	GCA/000/340/785/GCA_000340785.1_ASM34078v1	syz	GCA/000/340/785	Synechocystis sp. PCC 6803
GCA_000270265.1_ASM27026v1	GCA/000/270/265/GCA_000270265.1_ASM27026v1	syy	GCA/000/270/265	Synechocystis sp. PCC 6803 GT-S
GCA_000284135.1_ASM28413v1	GCA/000/284/135/GCA_000284135.1_ASM28413v1	syt	GCA/000/284/135	Synechocystis sp. PCC 6803 GT-I
GCA_000284215.1_ASM28421v1	GCA/000/284/215/GCA_000284215.1_ASM28421v1	sys	GCA/000/284/215	Synechocystis sp. PCC 6803 PCC-N
GCA_000284455.1_ASM28445v1	GCA/000/284/455/GCA_000284455.1_ASM28445v1	syq	GCA/000/284/455	Synechocystis sp. PCC 6803 PCC-P
GCA_000478825.2_ASM47882v2	GCA/000/478/825/GCA_000478825.2_ASM47882v2	syj	GCA/000/478/825	Synechocystis sp. PCC 6714
GCA_003015225.1_ASM301522v1	GCA/003/015/225/GCA_003015225.1_ASM301522v1	syo	GCA/003/015/225	Synechocystis sp. IPPAS B-1465
GCA_000195975.1_ASM19597v1	GCA/000/195/975/GCA_000195975.1_ASM19597v1	syw	GCA/000/195/975	Synechococcus sp. WH8102
GCA_000010065.1_ASM1006v1	GCA/000/010/065/GCA_000010065.1_ASM1006v1	syc	GCA/000/010/065	Synechococcus elongatus PCC6301
GCA_000012525.1_ASM1252v1	GCA/000/012/525/GCA_000012525.1_ASM1252v1	syf	GCA/000/012/525	Synechococcus elongatus PCC7942
GCA_000012625.1_ASM1262v1	GCA/000/012/625/GCA_000012625.1_ASM1262v1	syd	GCA/000/012/625	Synechococcus sp. CC9605
GCA_000012505.1_ASM1250v1	GCA/000/012/505/GCA_000012505.1_ASM1250v1	sye	GCA/000/012/505	Synechococcus sp. CC9902
GCA_000014585.1_ASM1458v1	GCA/000/014/585/GCA_000014585.1_ASM1458v1	syg	GCA/000/014/585	Synechococcus sp. CC9311
GCA_000063525.1_ASM6352v1	GCA/000/063/525/GCA_000063525.1_ASM6352v1	syr	GCA/000/063/525	Synechococcus sp. RCC307
GCA_000063505.1_ASM6350v1	GCA/000/063/505/GCA_000063505.1_ASM6350v1	syx	GCA/000/063/505	Synechococcus sp. WH7803
GCA_000019485.1_ASM1948v1	GCA/000/019/485/GCA_000019485.1_ASM1948v1	syp	GCA/000/019/485	Synechococcus sp. PCC7002
GCA_000013205.1_ASM1320v1	GCA/000/013/205/GCA_000013205.1_ASM1320v1	cya	GCA/000/013/205	Synechococcus sp. JA-3-3Ab
GCA_000013225.1_ASM1322v1	GCA/000/013/225/GCA_000013225.1_ASM1322v1	cyb	GCA/000/013/225	Synechococcus sp. JA-2-3B'a(2-13)
GCA_000316685.1_ASM31668v1	GCA/000/316/685/GCA_000316685.1_ASM31668v1	syne	GCA/000/316/685	Synechococcus sp. PCC 6312
GCA_000317085.1_ASM31708v1	GCA/000/317/085/GCA_000317085.1_ASM31708v1	synp	GCA/000/317/085	Synechococcus sp. PCC 7502
GCA_000737535.1_ASM73753v1	GCA/000/737/535/GCA_000737535.1_ASM73753v1	synk	GCA/000/737/535	Synechococcus sp. KORDI-100
GCA_000737575.1_ASM73757v1	GCA/000/737/575/GCA_000737575.1_ASM73757v1	synr	GCA/000/737/575	Synechococcus sp. KORDI-49
GCA_000737595.1_ASM73759v1	GCA/000/737/595/GCA_000737595.1_ASM73759v1	synd	GCA/000/737/595	Synechococcus sp. KORDI-52
GCA_000817325.1_ASM81732v1	GCA/000/817/325/GCA_000817325.1_ASM81732v1	syu	GCA/000/817/325	Synechococcus sp. UTEX 2973
GCA_000161795.2_ASM16179v2	GCA/000/161/795/GCA_000161795.2_ASM16179v2	syh	GCA/000/161/795	Synechococcus sp. WH 8109
GCA_001182765.1_WH8103.1	GCA/001/182/765/GCA_001182765.1_WH8103.1	synw	GCA/001/182/765	Synechococcus sp. WH 8103
GCA_002754935.1_ASM275493v1	GCA/002/754/935/GCA_002754935.1_ASM275493v1	slw	GCA/002/754/935	Synechococcus lividus
GCA_001521855.1_ASM152185v1	GCA/001/521/855/GCA_001521855.1_ASM152185v1	syv	GCA/001/521/855	Synechococcus sp. PCC 73109
GCF_000011345.1_ASM1134v1	GCF/000/011/345/GCF_000011345.1_ASM1134v1	tel	GCF/000/011/345	Thermosynechococcus elongatus
GCA_000505665.1_ASM50566v1	GCA/000/505/665/GCA_000505665.1_ASM50566v1	thn	GCA/000/505/665	Thermosynechococcus sp. NK55
GCA_000316515.1_ASM31651v1	GCA/000/316/515/GCA_000316515.1_ASM31651v1	cgc	GCA/000/316/515	Cyanobium gracile
GCA_900088535.1_ASM90008853v1	GCA/900/088/535/GCA_900088535.1_ASM90008853v1	cyi	GCA/900/088/535	Cyanobium sp. NIES-981
GCA_000317615.1_ASM31761v1	GCA/000/317/615/GCA_000317615.1_ASM31761v1	dsl	GCA/000/317/615	Dactylococcopsis salina
GCA_000317145.1_ASM31714v1	GCA/000/317/145/GCA_000317145.1_ASM31714v1	cmp	GCA/000/317/145	Chamaesiphon minutus
GCA_000316605.1_ASM31660v1	GCA/000/316/605/GCA_000316605.1_ASM31660v1	lep	GCA/000/316/605	Leptolyngbya sp. PCC 7376
GCA_001548435.1_ASM154843v1	GCA/001/548/435/GCA_001548435.1_ASM154843v1	len	GCA/001/548/435	Leptolyngbya sp. NIES-3755
GCA_001548395.1_ASM154839v1	GCA/001/548/395/GCA_001548395.1_ASM154839v1	let	GCA/001/548/395	Leptolyngbya sp. O-77
GCA_002142475.1_ASM214247v1	GCA/002/142/475/GCA_002142475.1_ASM214247v1	lbo	GCA/002/142/475	Leptolyngbya boryana
GCA_002075285.2_ASM207528v2	GCA/002/075/285/GCA_002075285.2_ASM207528v2	hhg	GCA/002/075/285	Halomicronema hongdechloris
GCA_000317065.1_ASM31706v1	GCA/000/317/065/GCA_000317065.1_ASM31706v1	pseu	GCA/000/317/065	Pseudanabaena sp. PCC 7367
GCF_000007925.1_ASM792v1	GCF/000/007/925/GCF_000007925.1_ASM792v1	pma	GCF/000/007/925	Prochlorococcus marinus subsp. marinus CCMP1375
GCA_000011465.1_ASM1146v1	GCA/000/011/465/GCA_000011465.1_ASM1146v1	pmm	GCA/000/011/465	Prochlorococcus marinus subsp. pastoris CCMP1986
GCA_000011485.1_ASM1148v1	GCA/000/011/485/GCA_000011485.1_ASM1148v1	pmt	GCA/000/011/485	Prochlorococcus marinus MIT 9313
GCA_000012465.1_ASM1246v1	GCA/000/012/465/GCA_000012465.1_ASM1246v1	pmn	GCA/000/012/465	Prochlorococcus marinus NATL2A
GCA_000012645.1_ASM1264v1	GCA/000/012/645/GCA_000012645.1_ASM1264v1	pmi	GCA/000/012/645	Prochlorococcus marinus MIT 9312
GCA_000015645.1_ASM1564v1	GCA/000/015/645/GCA_000015645.1_ASM1564v1	pmb	GCA/000/015/645	Prochlorococcus marinus AS9601
GCA_000015665.1_ASM1566v1	GCA/000/015/665/GCA_000015665.1_ASM1566v1	pmc	GCA/000/015/665	Prochlorococcus marinus MIT 9515
GCA_000015705.1_ASM1570v1	GCA/000/015/705/GCA_000015705.1_ASM1570v1	pmf	GCA/000/015/705	Prochlorococcus marinus MIT 9303
GCA_000015965.1_ASM1596v1	GCA/000/015/965/GCA_000015965.1_ASM1596v1	pmg	GCA/000/015/965	Prochlorococcus marinus MIT 9301
GCA_000018065.1_ASM1806v1	GCA/000/018/065/GCA_000018065.1_ASM1806v1	pmh	GCA/000/018/065	Prochlorococcus marinus MIT 9215
GCA_000018585.1_ASM1858v1	GCA/000/018/585/GCA_000018585.1_ASM1858v1	pmj	GCA/000/018/585	Prochlorococcus marinus MIT 9211
GCA_000015685.1_ASM1568v1	GCA/000/015/685/GCA_000015685.1_ASM1568v1	pme	GCA/000/015/685	Prochlorococcus marinus NATL1A
GCA_000757845.1_ASM75784v1	GCA/000/757/845/GCA_000757845.1_ASM75784v1	prc	GCA/000/757/845	Prochlorococcus sp. MIT 0604
GCA_000757865.1_ASM75786v1	GCA/000/757/865/GCA_000757865.1_ASM75786v1	prm	GCA/000/757/865	Prochlorococcus sp. MIT 0801
GCA_000018105.1_ASM1810v1	GCA/000/018/105/GCA_000018105.1_ASM1810v1	amr	GCA/000/018/105	Acaryochloris marina
GCA_000010625.1_ASM1062v1	GCA/000/010/625/GCA_000010625.1_ASM1062v1	mar	GCA/000/010/625	Microcystis aeruginosa
GCA_001264245.1_ASM126424v1	GCA/001/264/245/GCA_001264245.1_ASM126424v1	mpk	GCA/001/264/245	Microcystis panniformis
GCA_003019735.1_ASM301973v1	GCA/003/019/735/GCA_003019735.1_ASM301973v1	miq	GCA/003/019/735	Microcystis sp. MC19
GCA_000317675.1_ASM31767v1	GCA/000/317/675/GCA_000317675.1_ASM31767v1	can	GCA/000/317/675	Cyanobacterium aponinum
GCA_000317655.1_ASM31765v1	GCA/000/317/655/GCA_000317655.1_ASM31765v1	csn	GCA/000/317/655	Cyanobacterium stanieri
GCA_002813895.1_ASM281389v1	GCA/002/813/895/GCA_002813895.1_ASM281389v1	cyl	GCA/002/813/895	Cyanobacterium sp. HL-69
GCA_000317635.1_ASM31763v1	GCA/000/317/635/GCA_000317635.1_ASM31763v1	hao	GCA/000/317/635	Halothece sp. PCC 7418
GCA_000025125.1_ASM2512v1	GCA/000/025/125/GCA_000025125.1_ASM2512v1	cyu	GCA/000/025/125	Candidatus Atelocyanobacterium thalassa
GCA_000167195.1_ASM16719v1	GCA/000/167/195/GCA_000167195.1_ASM16719v1	cwa	GCA/000/167/195	Crocosphaera watsonii
GCA_000317555.1_ASM31755v1	GCA/000/317/555/GCA_000317555.1_ASM31755v1	glp	GCA/000/317/555	Gloeocapsa sp. PCC 7428
GCA_001548115.1_Gm3709_assembly_1.0	GCA/001/548/115/GCA_001548115.1_Gm3709_assembly_1.0	gen	GCA/001/548/115	Geminocystis sp. NIES-3709
GCA_001548095.1_Gm3709_assembly_1.0	GCA/001/548/095/GCA_001548095.1_Gm3709_assembly_1.0	gee	GCA/001/548/095	Geminocystis sp. NIES-3708
GCA_002368355.1_ASM236835v1	GCA/002/368/355/GCA_002368355.1_ASM236835v1	chon	GCA/002/368/355	Chondrocystis sp. NIES-4102
GCA_000017845.1_ASM1784v1	GCA/000/017/845/GCA_000017845.1_ASM1784v1	cyt	GCA/000/017/845	Cyanothece sp. ATCC 51142
GCA_000021805.1_ASM2180v1	GCA/000/021/805/GCA_000021805.1_ASM2180v1	cyp	GCA/000/021/805	Cyanothece sp. PCC 8801
GCA_000021825.1_ASM2182v1	GCA/000/021/825/GCA_000021825.1_ASM2182v1	cyc	GCA/000/021/825	Cyanothece sp. PCC 7424
GCA_000022045.1_ASM2204v1	GCA/000/022/045/GCA_000022045.1_ASM2204v1	cyn	GCA/000/022/045	Cyanothece sp. PCC 7425
GCA_000024045.1_ASM2404v1	GCA/000/024/045/GCA_000024045.1_ASM2404v1	cyh	GCA/000/024/045	Cyanothece sp. PCC 8802
GCA_000147335.1_ASM14733v1	GCA/000/147/335/GCA_000147335.1_ASM14733v1	cyj	GCA/000/147/335	Cyanothece sp. PCC 7822
GCA_000014265.1_ASM1426v1	GCA/000/014/265/GCA_000014265.1_ASM1426v1	ter	GCA/000/014/265	Trichodesmium erythraeum
GCA_000317515.1_ASM31751v1	GCA/000/317/515/GCA_000317515.1_ASM31751v1	mic	GCA/000/317/515	Microcoleus sp. PCC 7113
GCA_000210375.1_ASM21037v1	GCA/000/210/375/GCA_000210375.1_ASM21037v1	arp	GCA/000/210/375	Arthrospira platensis
GCA_003609755.1_ASM360975v1	GCA/003/609/755/GCA_003609755.1_ASM360975v1	pagh	GCA/003/609/755	Planktothrix agardhii
GCA_000317045.1_ASM31704v1	GCA/000/317/045/GCA_000317045.1_ASM31704v1	gei	GCA/000/317/045	Geitlerinema sp. PCC 7407
GCA_000317105.1_ASM31710v1	GCA/000/317/105/GCA_000317105.1_ASM31710v1	oac	GCA/000/317/105	Oscillatoria acuminata
GCA_000317475.1_ASM31747v1	GCA/000/317/475/GCA_000317475.1_ASM31747v1	oni	GCA/000/317/475	Oscillatoria nigro-viridis
GCA_001767235.1_ASM176723v1	GCA/001/767/235/GCA_001767235.1_ASM176723v1	mpro	GCA/001/767/235	Moorea producens
GCA_000317495.1_ASM31749v1	GCA/000/317/495/GCA_000317495.1_ASM31749v1	cep	GCA/000/317/495	Crinalium epipsammum
GCF_000011385.1_ASM1138v1	GCF/000/011/385/GCF_000011385.1_ASM1138v1	gvi	GCF/000/011/385	Gloeobacter violaceus
GCA_000484535.1_ASM48453v1	GCA/000/484/535/GCA_000484535.1_ASM48453v1	glj	GCA/000/484/535	Gloeobacter kilaueensis
GCA_000009705.1_ASM970v1	GCA/000/009/705/GCA_000009705.1_ASM970v1	ana	GCA/000/009/705	Nostoc sp. PCC 7120
GCA_000020025.1_ASM2002v1	GCA/000/020/025/GCA_000020025.1_ASM2002v1	npu	GCA/000/020/025	Nostoc punctiforme
GCA_000316625.1_ASM31662v1	GCA/000/316/625/GCA_000316625.1_ASM31662v1	nos	GCA/000/316/625	Nostoc sp. PCC 7107
GCA_000316645.1_ASM31664v1	GCA/000/316/645/GCA_000316645.1_ASM31664v1	nop	GCA/000/316/645	Nostoc sp. PCC 7524
GCA_001548375.1_ASM154837v1	GCA/001/548/375/GCA_001548375.1_ASM154837v1	non	GCA/001/548/375	Nostoc sp. NIES-3756
GCA_002813575.1_ASM281357v1	GCA/002/813/575/GCA_002813575.1_ASM281357v1	nfl	GCA/002/813/575	Nostoc flagelliforme
GCA_002896875.1_ASM289687v1	GCA/002/896/875/GCA_002896875.1_ASM289687v1	noe	GCA/002/896/875	Nostoc sp. CENA543
GCA_000204075.1_ASM20407v1	GCA/000/204/075/GCA_000204075.1_ASM20407v1	ava	GCA/000/204/075	Trichormus variabilis
GCA_000196515.1_ASM19651v1	GCA/000/196/515/GCA_000196515.1_ASM19651v1	naz	GCA/000/196/515	'Nostoc azollae' 0708
GCA_000312705.1_ASM31270v1	GCA/000/312/705/GCA_000312705.1_ASM31270v1	anb	GCA/000/312/705	Anabaena sp. 90
GCA_000317695.1_ASM31769v1	GCA/000/317/695/GCA_000317695.1_ASM31769v1	acy	GCA/000/317/695	Anabaena cylindrica
GCA_001277295.1_ASM127729v1	GCA/001/277/295/GCA_001277295.1_ASM127729v1	awa	GCA/001/277/295	Anabaena sp. wa102
GCA_000317535.1_ASM31753v1	GCA/000/317/535/GCA_000317535.1_ASM31753v1	csg	GCA/000/317/535	Cylindrospermum stagnale
GCA_000316575.1_ASM31657v1	GCA/000/316/575/GCA_000316575.1_ASM31657v1	calo	GCA/000/316/575	Calothrix sp. PCC 7507
GCA_000317435.1_ASM31743v1	GCA/000/317/435/GCA_000317435.1_ASM31743v1	calt	GCA/000/317/435	Calothrix sp. PCC 6303
GCA_000734895.2_ASM73489v2	GCA/000/734/895/GCA_000734895.2_ASM73489v2	calh	GCA/000/734/895	Calothrix sp. 336/3
GCA_000316665.1_ASM31666v1	GCA/000/316/665/GCA_000316665.1_ASM31666v1	riv	GCA/000/316/665	Rivularia sp. PCC 7116
GCA_001548455.1_ASM154845v1	GCA/001/548/455/GCA_001548455.1_ASM154845v1	fis	GCA/001/548/455	Fischerella sp. NIES-3754
GCA_003054475.1_ASM305447v1	GCA/003/054/475/GCA_003054475.1_ASM305447v1	nsp	GCA/003/054/475	Nodularia spumigena
GCA_002163975.1_ASM216397v1	GCA/002/163/975/GCA_002163975.1_ASM216397v1	ncn	GCA/002/163/975	Nostocales cyanobacterium HT-58-2
GCA_000317125.1_ASM31712v1	GCA/000/317/125/GCA_000317125.1_ASM31712v1	cthe	GCA/000/317/125	Chroococcidiopsis thermalis
GCA_000317025.1_ASM31702v1	GCA/000/317/025/GCA_000317025.1_ASM31702v1	plp	GCA/000/317/025	Pleurocapsa sp. PCC 7327
GCA_000317575.1_ASM31757v1	GCA/000/317/575/GCA_000317575.1_ASM31757v1	scs	GCA/000/317/575	Stanieria cyanosphaera
GCA_002355455.1_ASM235545v1	GCA/002/355/455/GCA_002355455.1_ASM235545v1	stan	GCA/002/355/455	Stanieria sp. NIES-3757
GCA_000829235.1_ASM82923v1	GCA/000/829/235/GCA_000829235.1_ASM82923v1	ceo	GCA/000/829/235	Cyanobacterium endosymbiont of Epithemia turgida
GCA_001765415.1_ASM176541v1/	GCA/001/765/415/GCA_001765415.1_ASM176541v1/	mbf	GCA/001/765/415	Candidatus Melainabacteria bacterium MEL.A1
GCA_000011905.1_ASM1190v1	GCA/000/011/905/GCA_000011905.1_ASM1190v1	det	GCA/000/011/905	Dehalococcoides mccartyi 195
GCA_000009025.1_ASM902v1	GCA/000/009/025/GCA_000009025.1_ASM902v1	deh	GCA/000/009/025	Dehalococcoides mccartyi CBDB1
GCA_000016705.1_ASM1670v1	GCA/000/016/705/GCA_000016705.1_ASM1670v1	deb	GCA/000/016/705	Dehalococcoides mccartyi BAV1
GCA_000025025.1_ASM2502v1	GCA/000/025/025/GCA_000025025.1_ASM2502v1	dev	GCA/000/025/025	Dehalococcoides mccartyi VS
GCA_000025585.1_ASM2558v1	GCA/000/025/585/GCA_000025585.1_ASM2558v1	deg	GCA/000/025/585	Dehalococcoides mccartyi GT
GCA_000341695.1_ASM34169v1	GCA/000/341/695/GCA_000341695.1_ASM34169v1	dmc	GCA/000/341/695	Dehalococcoides mccartyi BTF08
GCA_000341655.1_ASM34165v1	GCA/000/341/655/GCA_000341655.1_ASM34165v1	dmd	GCA/000/341/655	Dehalococcoides mccartyi DCMB5
GCA_000499365.1_ASM49936v1	GCA/000/499/365/GCA_000499365.1_ASM49936v1	dmg	GCA/000/499/365	Dehalococcoides mccartyi GY50
GCA_000830925.1_ASM83092v1	GCA/000/830/925/GCA_000830925.1_ASM83092v1	dmx	GCA/000/830/925	Dehalococcoides mccartyi CG1
GCA_000830905.1_ASM83090v1	GCA/000/830/905/GCA_000830905.1_ASM83090v1	dmy	GCA/000/830/905	Dehalococcoides mccartyi CG4
GCA_000830885.1_ASM83088v1	GCA/000/830/885/GCA_000830885.1_ASM83088v1	dmz	GCA/000/830/885	Dehalococcoides mccartyi CG5
GCA_001010485.1_ASM101048v1	GCA/001/010/485/GCA_001010485.1_ASM101048v1	duc	GCA/001/010/485	Dehalococcoides sp. UCH007
GCA_000143165.1_ASM14316v1	GCA/000/143/165/GCA_000143165.1_ASM14316v1	dly	GCA/000/143/165	Dehalogenimonas lykanthroporepellens
GCA_001005265.1_ASM100526v1	GCA/001/005/265/GCA_001005265.1_ASM100526v1	dew	GCA/001/005/265	Dehalogenimonas sp. WBC-2
GCA_001953175.1_ASM195317v1	GCA/001/953/175/GCA_001953175.1_ASM195317v1	dfo	GCA/001/953/175	Dehalogenimonas formicexedens
GCA_000016665.1_ASM1666v1	GCA/000/016/665/GCA_000016665.1_ASM1666v1	rrs	GCA/000/016/665	Roseiflexus sp. RS-1
GCA_000017805.1_ASM1780v1	GCA/000/017/805/GCA_000017805.1_ASM1780v1	rca	GCA/000/017/805	Roseiflexus castenholzii
GCF_000018865.1_ASM1886v1	GCF/000/018/865/GCF_000018865.1_ASM1886v1	cau	GCF/000/018/865	Chloroflexus aurantiacus
GCA_000022185.1_ASM2218v1	GCA/000/022/185/GCA_000022185.1_ASM2218v1	chl	GCA/000/022/185	Chloroflexus aurantiacus Y-400-fl
GCA_000021945.1_ASM2194v1	GCA/000/021/945/GCA_000021945.1_ASM2194v1	cag	GCA/000/021/945	Chloroflexus aggregans
GCA_000018565.1_ASM1856v1	GCA/000/018/565/GCA_000018565.1_ASM1856v1	hau	GCA/000/018/565	Herpetosiphon aurantiacus
GCA_000021685.1_ASM2168v1	GCA/000/021/685/GCA_000021685.1_ASM2168v1	tro	GCA/000/021/685	Thermomicrobium roseum
GCA_000024985.1_ASM2498v1	GCA/000/024/985/GCA_000024985.1_ASM2498v1	sti	GCA/000/024/985	Sphaerobacter thermophilus
GCA_000199675.1_ASM19967v1	GCA/000/199/675/GCA_000199675.1_ASM19967v1	atm	GCA/000/199/675	Anaerolinea thermophila
GCA_900184705.1_CAMBI-1	GCA/900/184/705/GCA_900184705.1_CAMBI-1	abat	GCA/900/184/705	Brevefilum fermentans
GCA_001717545.1_ASM171754v1	GCA/001/717/545/GCA_001717545.1_ASM171754v1	abao	GCA/001/717/545	Anaerolineaceae bacterium oral taxon 439
GCA_000281175.1_ASM28117v1	GCA/000/281/175/GCA_000281175.1_ASM28117v1	cap	GCA/000/281/175	Caldilinea aerophila
GCA_900066015.1_Cfx-K	GCA/900/066/015/GCA_900066015.1_Cfx-K	pbf	GCA/900/066/015	Candidatus Promineofilum breve
GCF_000008565.1_ASM856v1	GCF/000/008/565/GCF_000008565.1_ASM856v1	dra	GCF/000/008/565	Deinococcus radiodurans
GCA_000196275.1_ASM19627v1	GCA/000/196/275/GCA_000196275.1_ASM19627v1	dge	GCA/000/196/275	Deinococcus geothermalis
